CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Euro area,"EMU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2846342279084.73","3033417567240.73","3228068470706.7","3424398542339.27","3614442395837.59","3796144324428.61","3996958553129.01","4210568437254.47","4447924171101.93","4761133945387.91","5037878974556.08","5229195368237.75","5486308187029.75","5825133436928.22","6012497539976.73","5967300093588.88","6267351980349.57","6460583718689.32","6662823250079.94","6918996652238.27","7068100908755.19","7104425662886.13","7155309235331.35","7254180703654.94","7425968532594.45","7597467676302.77","7787965289447.23","7986017411463.36","8330443983994.64","8672178428418.29","8982945761843.03","9218580803982.23","9347047741299.1","9285617768088.68","9514130975450.5","9744432206652.27","9910445788390.42","10178882465065.4","10488856984682.3","10800964995439.7","11218164291712.1","11466296354649.3","11575960133824.9","11656843639037.8","11925377667229.7","12126388854084.5","12517695951528.5","12892916309917.5","12947207760613.4","12364420645392.9","12628220394708.3","12841197927164.2","12726634200151.1","12694449202595.2","12872300495831.5","13144399738568.2","13395485779045.7","13736021686669.2","13996985489820.4","",
Eritrea,"ERI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1179433456.90305","1338123427.62891","1622092104.73348","1668457645.41958","1822937442.10576","1967107820.49516","2001976435.22553","2002246306.47439","1939336012.36364","2109133320.04651","2172521829.09089","2114830167.75909","2145531908.7939","2200767544.94132","2179437333.32658","2210534025.98508","1994276818.23643","2071584990.21171","2117039512.19512","2300794306.42964","","","","","","","","",
Spain,"ESP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","224627031933.879","251219894398.055","276224911089.433","302732831572.384","318803434953.112","338738643803.328","363283850224.926","379051598739.268","404057709039.928","440047192036.386","458928030182.232","480265767125.407","519406206674.404","559859978747.388","591317311557.888","594523453554.976","614165269035.46","631598806490.091","640839118401.834","641105364688.639","655265639101.87","654397617807.9","662554433652.808","674282414125.923","686316248228.526","702248639691.794","725095047263.013","765316958559.731","804304685787.014","843128716648.066","875010730777.979","897288509032.826","905626252315.668","896284791995.816","917645009098.858","942949015520.804","968036404655.449","1003878729729.41","1047979497287.63","1095038925601.92","1152484609387.48","1197811239501.96","1230523730745.39","1267216654327.77","1306789235708.8","1354513605581.53","1410085602559.84","1460914788659.92","1473875223827.73","1418409880841.96","1420722034063","1409152050946.11","1367449023146.16","1347820738370.52","1366473336621.79","1418879948438.72","1461890475184.29","1504164957709.71","1539527998175.21","",
Estonia,"EST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10068186391.7689","9902824019.43139","10351093351.2314","10862020384.1822","12279137662.0541","12810860642.3883","12759177075.6715","14048685880.0835","14888741496.4364","15901531886.3282","17104751831.4384","18262308500.2917","19995455779.1819","21938765985.8773","23600316180.7761","22399309728.6602","19166222787.1873","19685033799.4182","21149912286.2337","21807724166.602","22101297096.589","22761534851.0573","23181459034.209","23791494870.1888","25159220824.8951","26357091197.8167","",
Ethiopia,"ETH","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","8227603581.96336","8302969570.96223","8986719589.93333","8730775888.12342","7757787405.46445","8507314752.23643","9686371611.63207","9735159432.1337","9700011205.55304","9964477334.01903","9253264787.04285","8450777235.35501","9561448857.12287","9866455689.20831","10471023887.6987","11772171512.2639","12141100401.7836","11721244257.5256","12326311978.1412","13074915711.7851","14160304516.1707","14374794288.769","14064103274.8829","15972968197.1422","17860775923.0952","19795942246.2104","22063798449.1645","24444156129.4695","26595865976.5256","29933790334.3418","33279878089.9327","36157859258.9667","39984181569.4229","44085556179.422","48667131302.6327","53258136694.1367","58319714683.1484","62291386041.403","",
European Union,"EUU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","5775597685971.95","5987072663108.55","6273686832880.28","6652259983392.22","6858305610907.52","6813909572575.66","7147741768925.49","7353488897371.8","7578371908611.5","7869781138096.5","8032781590425.84","8072880149807.25","8138631803969.88","8255747138657.01","8460786478003.44","8659613641940.38","8883435101920.36","9107709509137.98","9486998123844.38","9859694069416.78","10192717755534.1","10377667886725.8","10497135065503.9","10437784957579.6","10714858798224.9","10999856666156.7","11206796339434.2","11510530312229.2","11858456513781.3","12209757331395.3","12686770184813.5","12964536120452.7","13110092393550.9","13231427520197.7","13575767021039.1","13837937910402.1","14321348114354","14773350432372.3","14869782870047.7","14226370412719.6","14540122378828.4","14806766281294.6","14696364268475.7","14687455925502.3","14920239004581.8","15271216133450.9","15585941757122.9","16010497678955.8","16350962527519.1","",
Fragile and conflict affected situations,"FCS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","275143102139.302","278007682425.44","299026712603.731","313920261128.371","334695088392.274","349181862356.299","349104462574.83","339062026163.163","354491526479.678","378792072388.783","421008173996.204","445516833493.094","454350826994.388","480409880679.278","509954309934.669","513839686747.938","552257094814.279","581494169389.514","584664617908.025","607252794167.954","616771276740.611","598861554650.997","589101763031.259","559550095704.377","563137575406.183","576025160822.659","599116638255.172","620981862474.331","647602731879.446","621336433785.24","685684253740.806","667568015963.964","705315976657.356","715579847112.096","712263146335.662","732288017897.566","755383352906.585","800842127105.469","839672470447.803","842526037043.59","870279705762.629","903158519910.508","902952304475.521","879230164681.695","1002876519488.72","1080147403025.14","1161728550723.46","1241532473941.49","1313203012796.66","1350761573525.91","1411595464332.79","1417210477060.13","1529346772102.84","1588196916462.91","1606004253512.99","1641689586012.35","1686302250233.41","1718666263780.08","1751083074983.8","",
Finland,"FIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","53950253370.646","58052992362.201","59784100976.52","61748068259.9082","64982856036.2981","68428804487.7651","70052498909.7329","71571817739.2624","73220324248.3003","80244560670.4037","84524731544.407","86516911991.8244","93209415271.9532","99719000501.1232","102946439507.053","104804517401.479","105165446299.89","105417328478.69","108495206708.347","116222155465.954","122485422615.668","124042945708.763","127849341646.6","131789504356.5","136011769528.836","140794266198.67","144620528563.74","149746051177.527","157505854070.661","165464320644.749","166527833467.33","156682061983.317","151478398333.516","150434751819.893","156353604721.129","162947914137.607","168923717329.532","179623742464.234","189425807902.955","197722002675.527","209137217061.663","214595170246.741","218258528239.672","222631777856.843","231519990363.175","237955368834.891","247538904165.425","260656004025.929","262699590889.608","241487608810.22","249181190476.369","255529156857.5","251958508582.348","249685796237.819","248774592178.166","250169211135.67","256743654124.916","264577624744.963","268999878034.62","",
Fiji,"FJI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","697947700.147456","722498582.845284","748552619.711656","796151373.901159","834981911.448313","812435170.769703","812435170.769703","920910120.026034","993811405.478829","1019614829.28454","1149133555.66745","1228297213.08077","1320238657.83633","1473556237.11858","1511885643.85268","1519901830.69653","1561488825.98616","1653679311.21615","1684493995.49835","1890420350.43925","1860108274.24809","1977852952.19286","1859607286.39742","1785964550.36261","1935860992.12104","1846550531.78818","1989656498.53641","1858040323.3511","1875798634.25709","2015332399.89483","2132221733.89098","2074651667.56114","2201205458.90566","2248091848.8416","2362744524.33173","2421813102.90778","2538060142.26622","2482222835.15933","2514491743.22458","2735766984.42456","2689258989.02238","2743044172.74937","2830821561.96665","2859129759.03756","3010663627.82095","3031738285.33158","3087900748.10844","3061633387.30472","3093253759.97435","3050380096.46824","3140508835.9485","3225464091.79962","3270985530.40632","3425841164.88768","3617808684.58266","3786536329.57864","3881570269.21312","4092174192.12099","4236472821.98446","",
France,"FRA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","594143057799.424","623732046621.726","666416962020.582","707959262579.398","755053417199.456","791760397184.056","833342363036.24","874352381695.405","913622247907.608","978575996367.685","1038354070711.21","1093560406401.6","1142895007224.38","1215406902952.72","1267680569947.79","1255512298279.03","1310211942483.68","1355601771312.14","1409534980874.47","1459573319724.29","1482616264577.32","1498465726445.81","1536008235544.52","1555068022655.86","1578607422753.16","1604224769621.25","1641719936403.63","1683779164563.15","1763643204322.97","1840253414782.07","1894061230987.33","1913914322953.93","1944524371770.68","1932299800963.61","1977870042741.46","2019537736657.34","2048073677341.3","2095922750942.73","2171138280554.68","2245421037201.37","2333523930934.59","2379814544584.44","2406838088087.14","2426650235214.38","2495318441311.06","2536821076703.02","2598956034037.37","2661973862802.15","2668760457244.1","2592078593347.73","2642609548930.36","2700554065740.26","2709010438737.9","2724623188645.21","2750675573688.3","2781288181597.05","2811756203338.3","2875307593548.74","2924903217200.61","",
Faroe Islands,"FRO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2320424601.26954","","","","","","","","","",
Micronesia, Fed. Sts.,"FSM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","204059982.947067","206508213.096402","211771907.917472","219239009.872944","227440580.873216","244333368.903627","254126289.500967","274813834.262847","273344896.173246","292518579.42093","283209569.191263","266044444.999145","273628016.156332","277388916.511011","290797547.437513","297100930.135379","298726109.581082","303422364.291275","294076534.258166","300081111.52572","299837956.756392","294332406.865417","287243335.441255","290383278.775926","296944122.022674","306412349.609075","300692272.84856","289627439.082556","282949271.493843","296026899.008558","298691695.223741","306703140.750046","307352303.706541","",
Gabon,"GAB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2185116065.60131","2507788728.45896","2694599217.24474","2858765930.71952","2988967099.55027","3238047760.73506","3384019101.66093","3523276660.31173","3611668656.19117","3903596598.83735","4242403104.80399","4677619823.51501","5207920211.5722","5738213230.02661","8004066949.73228","9540056594.85938","12938733999.2861","11310770691.4855","8590620139.78418","8631374495.28825","8851728061.99458","9302752753.63112","9014598089.52999","9520158446.65818","10235017844.0222","9996240063.52899","9915910504.90297","8215724303.74084","9271063112.44527","10063304194.7561","10585814826.4062","11232873126.3755","10885760985.9173","11315373531.2553","11735485609.8244","12319190798.347","12765767503.6889","13498314143.8215","13967763046.8196","12720075459.928","12480560713.2671","12747049816.8665","12715305434.8118","13001060309.9028","13090708218.7965","13441042188.4756","13063808807.6346","13848696552.9606","13390522031.7449","13407974049.0581","14358584300.3006","15376859682.3653","16184310411.783","17096894961.6772","17834619899.8015","18526406863.2095","18913875956.0273","19004617596.7814","19163459135.0763","",
United Kingdom,"GBR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","730143163140.633","749689964075.403","757958367028.415","794904168379.681","838891457503.115","856861993531.555","870341293099.656","894593132527.905","943268691296.335","961418094328.274","987472576975.527","1021879306390.02","1065840044908.05","1135211065594.03","1107246340116.23","1090856260992.15","1122592563203.73","1150016495673.01","1198342705001.41","1243181009260.27","1217969157466.92","1208577246661.12","1232873802875.93","1284924077343.47","1314173011496.4","1369310137715.35","1412313658676.37","1487176452833.59","1572811786993.69","1613213353192.95","1625140143652.04","1607460266236.66","1613424360275.27","1654185057671.47","1718614879651.65","1779996976908.1","1824346191893.82","1894671635328.74","1963729638937.01","2031050676959.34","2100867467607.3","2163354906535.37","2213638870146.23","2286387401482.14","2340665128141.43","2415091934236.32","2482432535772.49","2542769379516.94","2535620292133.23","2427911661952.04","2475244321361.11","2513366731633.23","2550537514107.23","2605105899522.32","2673033408186.23","2735997359822.44","2788478032878.88","2841238185458.8","2880608472043.74","",
Georgia,"GEO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7345028490.15941","7898522755.64036","8392180391.81244","8766164048.25765","9185024491.63077","10292014320.5891","10546323420.4201","10845509307.1791","11548597814.036","12565832194.2547","13493309395.0716","14316072602.7645","15303387730.8868","16440295946.6104","17652002653.1295","18459805297.3322","19432161448.4046","19821103649.2343","20673785099.4706","21795735491.919","22872805636.1154","21002890670.9915","21272156728.7668","22453943750.524","20838337164.1219","17756716790.4753","14010049432.5822","7719537264.20867","5457712735.12572","4890110951.12253","5017253635.52458","5579186173.50031","6166063039.85345","6357513330.64131","6539926707.50637","6660152911.75493","6980203364.21871","7362288353.48196","8176463442.92701","8650248324.36885","9479770278.24743","10372742929.4662","11677525362.3993","11959954745.4439","11523354923.8386","12243505582.6741","13149524995.792","13991094595.5226","14494774000.9615","15132544057.0038","15586520378.7139","16038529469.6966","16808378884.242","17615181070.6856","",
Ghana,"GHA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","7006722484.43533","7247030224.5538","7544822190.71866","7877245109.9158","8051279252.75704","8161501174.71098","7813960755.93992","8054268496.05839","8083977497.32283","8569515329.83371","9402769803.75679","9893229988.54155","9647120518.46947","9925399832.18795","10605539526.2993","9287098196.62559","8959246652.94208","9162989530.04369","9939638621.59217","9689662533.06903","9735368278.08508","9394331809.79213","8743901116.94521","8344852422.19255","9066479331.5946","9528109759.2926","10023491495.3393","10504107776.5883","11095296689.5475","11659589354.8985","12047715850.4544","12684055283.1414","13176122942.9543","13815164980.6586","14271065398.603","14857951393.3795","15541782825.0752","16193971587.7631","16955151545.4876","17701177685.5596","18356121266.9908","19090366135.7693","19949432531.3042","20986803037.6896","22162064005.5726","23469626649.8108","24971662219.8885","26057135218.8686","28441310710.1085","29819146309.648","32174772955.9748","36694403090.8751","40104336693.384","43036976343.112","44283946409.9115","45248542317.2959","46808618387.9758","50620453206.6317","53791055539.6586","",
Gibraltar,"GIB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Guinea,"GIN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2888984393.64601","2984319111.89168","3172573444.08466","3299586660.90747","3442262858.73843","3532223748.16854","3647760925.50746","3831759259.13814","3983883899.22736","4167448250.05172","4353382082.85425","4578957079.43637","4745819827.05216","4926730670.33128","5050049722.70952","5234798038.51262","5505154913.52302","5573892347.13834","5704327966.94037","5875302223.91573","5944639041.80332","6350507752.13805","6612974841.35562","6538734817.74482","6853467857.61127","7238091820.0048","7666245806.89234","7968731750.76194","8263299201.63388","8579446615.57084","9507796036.77777","10487099107.7584","11133508514.7736","",
Gambia, The,"GMB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","289673615.686113","289673615.686113","317413176.701695","325143847.250627","345152700.753927","344925324.39439","345759025.39158","377742873.656079","399949597.601764","449517067.352982","482562081.686254","499160171.513747","530689355.771208","523640829.086235","556473525.929312","574958986.655117","570562950.06354","632658615.485035","655024725.401773","649704191.03673","676284049.081488","692882308.940395","723901450.697822","766580666.855552","793862348.052533","818527962.842541","846183476.58981","871671378.094115","873016770.156816","880715452.621483","900298562.243849","944413183.617504","977467630.998045","1040025552.69895","1097226959.90859","1160866126.17072","1123137973.50321","1200297550.06878","1284918526.56131","1254700720.29747","1247729841.77412","1285701374.04879","1366133637.45789","1457196339.40745","1543292392.54605","1417815865.36988","1492131665.73837","1534997158.54229","1513393877.23254","1574808517.71584","1605412711.08929","1682835525.09159","1793011213.96375","",
Guinea-Bissau,"GNB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","347018853.999612","333447059.545825","354703845.745581","358640678.155719","374991971.170753","404412282.461226","424404222.892706","393974143.15114","445687360.089592","454575009.455355","382058242.397534","451468781.144581","470430840.765613","454444248.64063","495840588.598335","516499751.502647","512399530.486074","527259116.908327","551513036.224687","585155331.552818","620849806.697969","652513146.981025","659690791.409824","673544298.027336","695097715.701948","725682015.248673","809861128.99053","862502102.374914","620139186.442281","626498945.784591","660498964.42588","674956671.269269","668307149.840494","672106543.994864","690666107.478887","720130606.909959","736761000.674145","760801183.943933","785173961.94352","811626276.096028","849050127.504407","917693960.144275","901976771.588471","931344271.765525","940327653.067488","998008131.225057","1060511440.73317","1123284986.04762","1165969815.42795","",
Equatorial Guinea,"GNQ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","164984420.172459","174503065.137065","178345057.147918","187270134.352152","189164150.165681","213576122.099077","208598610.208637","217853582.684806","223638166.477603","220889255.1579","217004776.051169","214786468.864163","289414714.850146","321346456.901515","374911169.321964","440469125.151804","733733456.439836","1834135265.16533","2270191429.68964","2852813708.7464","3372418920.23967","5509853830.69874","6582227537.3897","7500793866.62629","10351000040.0104","12084658046.3718","13015770991.8826","15004855942.3615","17675586626.849","17913032731.2525","16314442183.3477","17378783932.0333","18823459968.4282","18045449003.1173","18120349580.9011","16469578277.7718","15017551540.4201","14166431362.8688","13265964945.2454","",
Greece,"GRC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","52154874969.3396","59041321834.9298","59256710798.886","66275589781.0004","72511908469.514","80319998391.4605","85536382572.1648","90385855350.8482","96896998296.1104","108101844793.775","117755967345.283","126989421094.729","139891738289.936","151212307384.99","141476895307.051","150484458469.082","160795500110.365","165524498488.936","177519832682.631","183346175954.476","184587669908.323","181719692100.832","179661448453.999","177723579943.902","181296855381.104","185846602463.213","186808656206.213","182588903661.834","190418063236.378","197653949631.077","197653949631.077","203781222047.137","205207690611.131","201924367638.665","205962855041.139","210287497773.565","216306197040.386","226005797542.758","234808508154.794","242023226599.921","251509982262.82","261901399075.399","272175455237.789","287946747015.979","302519710603.383","304332233490.864","321534411122.335","332060633950.966","330947657768.002","316714480449.877","299361576558.217","272022398152.027","252163419403.193","243989731144.559","245794711395.995","244718538732.076","244251243064.241","247927466910.085","252723303503.255","",
Grenada,"GRD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","265671122.377339","279861685.357341","295539770.739905","293959271.188744","298469157.578767","310778806.574048","322068079.421398","333560966.885645","353506939.261937","378939196.416168","413412905.765728","425678005.547573","441716406.815312","459440771.92993","465806534.302448","461841827.778543","452795198.094421","460463538.539553","470268995.165715","491140636.967902","515773769.13944","576395254.526778","616157088.234607","646274551.793201","633194600.876292","654959547.879999","716944745.47362","712302884.452897","806847301.238685","774632469.576978","822066708.874271","829856141.34603","774975419.935199","771013259.259259","776911332.002809","767936889.427134","785994301.613538","843718324.581439","898080308.938223","931629123.871904","973170915.928411","1013822359.252","",
Greenland,"GRL","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","726460342.636148","821342248.105121","872078805.651749","931432567.574174","984582475.667205","990945242.843205","1049997736.05855","1142631846.77565","1211380773.6871","1270261116.79366","1380469050.91134","1389653029.37658","1328235078.62707","1374155043.15382","1302979095.73067","1350621066.7489","1446479002.9269","1526264934.67375","1611790880.03658","1719128819.37969","1517654950.35005","1515932949.27188","1438443004.21401","1366119059.04945","1447053004.0362","1501008943.65321","1523968937.25218","1546354919.00926","1666320851.33621","1689280827.15457","1809246741.70089","1832206717.51925","1814412741.59421","1894792055.61779","2025657438.5235","2126686936.57652","2244839174.26788","2297647623.61978","2439323625.11335","2460447004.85411","2503156060.52524","2490727405.27373","2525452961.36271","2492665493.14557","2610871072.70497","2544833840.08108","2663981792.64238","2676463789.76192","2762593126.01127","",
Guatemala,"GTM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","6155035023.14408","6419610332.92732","6646639933.47107","7280798769.34262","7618117625.34689","7950402342.3244","8388636786.99252","8733592263.56314","9499182022.89936","9949149632.5221","10517035512.6365","11104280961.5718","11918563616.5862","12726980041.4232","13538328824.9401","13802324994.9721","14821939404.4453","15979417362.3413","16777859283.0951","17568676312.8003","18229254705.855","18347172209.576","17699500700.0078","17244253356.812","17329905174.996","17224307312.1103","17248946614.5044","17860246402.7709","18555436322.7146","19287001010.3189","19885392402.2812","20612849520.5796","21610169018.3637","22458828879.3208","23364759975.1432","24520976222.4016","25246252728.0474","26348021901.5735","27663717706.1221","28727958122.2557","29764712424.0445","30458996622.1379","31636732099.3817","32437391852.2469","33459844950.0472","34550673405.6576","36409422520.2917","38704692057.2046","39974623905.3725","40184907609.3407","41338008612.7727","43058516762.0675","44337293308.9454","45976702682.3489","47895848015.7335","49878757369.3471","51421249240.9872","52840647907.4504","54502509173.2779","",
Guam,"GUM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4357462610.12088","4397577340.70887","4680386191.35423","4845859455.02971","4660328826.06023","4698437820.11883","4779670149.55952","4794713173.53002","4895000000","4901017209.5882","5000301167.79348","5091562179.88117","5179814587.17476","5203883425.52756","5218926449.49805","5231963736.93915","5217923581.23335","",
Guyana,"GUY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","971259791.741173","1016807255.78104","1028042221.59669","901812440.712181","1004260880.51078","1110120208.33977","1168215839.40034","1218608252.86744","1231096886.002","1317204562.33478","1373257634.67694","1416005096.56253","1369026707.02363","1386067247.39375","1492833789.05844","1619471200.53078","1644361068.45105","1600971647.40097","1572055077.25687","1543196920.98761","1569954253.86465","1593443374.36812","1383266050.29313","1289309271.21534","1224473287.71113","1253856574.72614","1242564314.37788","1253739895.50841","1207432597.47092","1148067161.4286","1112850377.3357","1180265363.93122","1271829002.91325","1375802365.46004","1493191645.392","1568320784.86601","1693088819.92215","1797732978.56974","1767547163.29535","1819869242.61915","1795049794.82808","1835968343.74599","1856763016.25534","1845024088.7914","1873868311.86418","1837309935.9476","1931556758.00973","2067145098.13493","2108005260.80991","2182884943.88013","2273225041.96217","2391343162.20591","2517520534.28289","2643842790.29941","2746906212.24098","2830820476.05474","2926027086.73614","2987473754.79317","3109960225.04963","",
High income,"HIC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9025109173170.16","9451201416389.9","10006840672915.7","10554139918847.1","11244185136607.2","11863589239649.6","12581300769963.3","13165175799328.3","13988497095704.4","14799713387316.8","15188101726239.6","15789407162288.4","16673446456862.5","17729054440952.9","17943010514734.1","17925539626260.7","18816430348872.3","19545741230287.3","20349816576884.8","21191792244661.7","21508358639198.2","21933663977572.7","21921037471389.5","22513555222288.8","23536751984172.9","24379671759580.5","25168567959317.6","26047963233368.8","27303193032374.9","28367271568010.9","29260924280088.7","29706770789030","30322434761932.7","30686506977245.9","31663924090776.9","32587863443986.1","33552885502170.6","34675602200319.6","35620308736728.6","36781571559499.1","38264006098335.7","38838648185553.4","39428113929209.9","40290886285176.8","41626350649615.4","42817039926898.3","44157920678903.6","45389703409729","45563694400025.5","44051422812853.5","45356652360747.1","46199686486573.1","46791859558621.7","47465583644113.1","48427284747473.4","49555812745434.3","50404939831257.4","51565653256180.2","52719626213769.9","",
Hong Kong SAR, China,"HKG","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","10710269168.0211","12240849440.2325","14170404622.3327","15393035683.6635","17646975272.2986","17963668850.0978","18251706189.3204","18871818763.8135","21012502997.7799","22947115163.1583","24620660566.7981","27233435260.551","30577576160.9182","31316106427.1766","31470133709.526","36557037472.1537","40843568277.183","44217524308.128","49327605910.781","54313686069.2989","59343593416.2282","61094152461.0427","64745715803.199","71203272741.864","71742368230.0871","79674246501.9932","90349432848.5216","98039524107.4372","100271971517.14","104113066378.412","110049543331.782","116911026809.796","124160739108.232","131655188326.571","134780403992.518","140520080013.311","147686141380.02","138998138754.2","142482294879.083","153401480668.786","154261694595.177","156817262165.595","161610123421.357","175670433303.57","188649391594.788","201916281871.41","214969619958.345","219543977394.96","214145226330.175","228637697575.04","239645907341.203","243720571617.639","251279708080.412","258221049752.694","264386776614.678","270140886108.577","280539940097.351","288963083223.973","",
Honduras,"HND","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2234326591.95723","2275788081.61845","2406983760.73283","2493164290.84688","2628210163.98886","2865725629.35676","3019725204.58929","3200230572.89257","3411387650.34168","3433747210.20913","3558279639.31911","3700433039.25466","3913663272.94645","4221662800.00126","4169835905.7164","4258681838.89887","4705872947.05538","5194525574.60387","5504441972.8075","5813237132.25312","5848079004.55093","5776613430.91523","5656768290.97595","5708001295.48228","6069163419.43579","6410628806.76286","6752364967.2541","7200610990.85692","7326336093.02922","7526187473.77476","7736299733.46772","7479508084.78404","7933790060.5933","8449146706.15872","8467050743.63451","8991102301.20394","9159305711.61351","9580458196.18047","9924418971.10798","9851409875.22264","10569704556.9194","10857538040.412","11265166701.8573","11777398118.373","12511401249.9967","13268415996.7103","14139785190.6771","15014801358.9561","15650167709.792","15269613868.5127","15839344591.9842","16446892853.4328","17125933703.7093","17604014377.0727","18142359318.8949","18839040425.3557","19572439031.3461","20520315403.82","21278895971.0264","",
Heavily indebted poor countries (HIPC),"HPC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","102694475904.662","102778245438.3","109930130692.416","113238939087.674","116942778133.751","121668883053.535","124712554988.418","127059005456.15","132551101369.832","138539300367.757","144795889796.001","150871836406.115","153477855435.66","158132272498.182","167101632963.607","170791826139.038","177753653260.212","184437660709.865","188630042355.509","189443592981.429","189661044944.003","196497984667.424","198663830147.065","199913660678.397","202625893257.579","206114317561.574","212573931370.187","219486356062.265","221896623427.412","226686337329.015","225646118373.444","227267823696.411","225806801894.481","227295745301.674","227540664000.33","238794360368.225","250992507526.685","261688034851.681","270893470237.282","279414207898.77","287113265686.73","299543762864.784","310094455491.638","324190539796.492","342079082406.328","362395682116.469","384661088769.777","409734645967.736","434550228156.553","452979242361.377","479576681271.649","501157734804.504","529749152916.197","560278703193.149","591338692222.494","620249467253.99","648897890987.837","682099860314.973","710195582094.943","",
Croatia,"HRV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39586423047.1062","41895715315.3462","44724904812.9841","45620719940.3146","45247648450.0265","46731133248.8917","48295190592.9819","50765889891.0259","53629253743.0214","55860435695.9619","58270260288.1856","61184387986.9451","64406591291.0062","65539845711.2335","60716442062.7151","59807966533.2848","59622653171.7918","58288473804.5857","57968750629.3523","57908539503.2283","59319851278.8131","61386273378.2211","63313308816.1669","64978946241.656","",
Haiti,"HTI","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","3840049499.32019","3727460004.86784","4021466241.67474","3945348228.21175","3880354243.42003","3964239658.44901","3941414089.75625","3857947307.40908","3980692427.22059","4132434164.95602","4159342663.23817","4428883894.09011","4472158862.34615","4684824420.633","4955602079.14939","5011241324.05004","5434131732.41408","5635637294.60151","5985546323.64326","6438078848.83506","6912867071.98707","6715663041.64431","6476333920.77338","6535150784.77168","6554816166.7749","6594383088.46524","6561575716.81647","6509499856.44483","6522546641.16019","6332517176.00165","6398256480.68494","6518578556.00964","6172446407.45438","5837511194.97561","5139891871.85831","5648623334.99079","5882520023.37327","6041625360.89731","6173443980.79737","6340759622.91502","6395927988.966","6329130549.78431","6313215040.39219","6336182533.43686","6112965903.4925","6223305629.9614","6363281554.1604","6576023788.76868","6631521784.71262","6835988038.27927","6622541528.56888","6988353504.99717","7190473472.44909","7495898899.38836","7704007550.79572","7798330009.30297","7911617141.04796","8004442565.80816","8123218871.19841","",
