CountryName,"CountryCode","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019",
Paraguay,"PRY","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2597665883.9473","2776912246.64451","2868557529.59431","3003674946.42086","3130204073.45938","3323274270.62304","3389457388.4915","3699605185.76849","3867089044.36601","4048886755.43606","4273738674.52894","4510424815.79114","4809524502.75431","5160755078.92262","5593305078.65853","5976583216.90427","6426377853.46862","7165030968.01572","8026893193.65262","8979055061.61064","10030695094.7224","10950555860.7163","10797508951.8502","10468982013.3026","10763851302.7644","11250714901.4158","11809294407.3297","12704711054.0582","13456241982.8186","14389459802.9667","14982777935.4867","15506223780.0563","15769275703.7478","16547703829.5881","17427697093.9059","18616755806.9066","18909743541.8099","19711992456.5502","19725404053.8427","19455939310.8741","19005701526.3586","18847183576.3273","18843149450.7086","19657313979.9291","20454893447.1486","20891296689.2966","21895565804.2224","23082660807.8578","24550515090.9268","24487181775.1697","27215968615.5548","28372405343.9011","28219616269.0248","30595001137.8313","32082190602.0107","33070442062.4899","34496738801.8119","36207104850.3802","37538303678.7107","",
West Bank and Gaza,"PSE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4485011746.04002","4804277837.47814","4862657056.77211","5575873916.163","6375131028.84608","6903019253.08411","6312384273.20095","5724661013.77767","5009697122.11085","5711849532.43151","6302630120.507","6983236154.13387","6710848185.6972","7153132892.54269","7587992823.06214","8245305359.04194","8913100000","10019539763.7367","10649191265.7183","10885328824.3241","10865529391.2289","11238079302.0028","11767216989.9619","12136735465.8669","12246606690.1641","",
Pacific island small states,"PSS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","3704860281.38658","3606630100.49658","3583209177.83211","3828205870.38147","3738915468.08875","3971653888.16553","3818462726.27414","3849204174.19874","4036631752.45419","4203400410.01965","4206357314.67463","4426148473.01356","4556333905.8288","4776579084.57616","4958787007.9533","5104518865.47257","5040034470.08534","5143964298.93022","5394477487.34541","5356084082.28519","5422084792.52664","5527003364.46857","5637553159.08067","5858516405.84299","5990474039.64427","6139518801.7462","6219832563.50319","6333724393.34882","6252154222.80909","6434900058.15315","6684081700.49256","6758027466.2421","6957916730.23928","7223108108.34557","7517355628.48648","7764912551.18801","8075980310.57869","8290355097.83229","",
Post-demographic dividend,"PST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","8807778141168.7","9221166953147.06","9763279837903.94","10294967616335.1","10968649511987.1","11572395946872.9","12271657330485.3","12840616954137.3","13639725443197.6","14425164105758.2","14744774317275.7","15299517585776.5","16126573848109.7","17119305307745.2","17282585205855.5","17289567647326.4","18106945927054.5","18779677543732.1","19576397074192.8","20336855645247.9","20588954183174.6","20991181365830.2","21068195424932.9","21708704766710.4","22717253410615.4","23568201733587.2","24312295896725.4","25168434774012.6","26364992120200.8","27381463691152.5","28161275462647","28514811945228.4","29030333965244.4","29306731081025.4","30172902716121.1","30999211457660.3","31876726306719.9","32904311881247.6","33774908768742.4","34885168150479.8","36253905028466.4","36813042800224.4","37367817422245.9","38122305699735.8","39312660867922.9","40391280162938","41594122984416.6","42697304773008.6","42792255087835.9","41302489974801","42470719238077.7","43148957080763.6","43632855356037.3","44216362206094.7","45042768134225.2","45992659757243.3","46748134321459.9","47827847521846.6","48858459022765","",
French Polynesia,"PYF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Qatar,"QAT","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","36044298341.0931","37449372355.1551","40139043103.6418","41632198904.0902","49633455958.9326","53352370952.2569","67314817504.132","79421829550.1802","93450549190.6148","104624021240.908","125122306346.154","141857635543.447","148506870584.197","155056431405.283","161225944072.686","167122799519.85","170684705988.971","173381268748.888","175970440575.362","",
Romania,"ROU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","124804398896.051","108681903645.787","99153512866.8714","100669405976.211","104627669365.45","111149647150.487","115493044233.171","109892714060.312","107662097567.873","107256576751.339","109896443682.537","115630989855.201","122225415551.961","125086892603.754","138131095135.299","144579259160.474","156187254733.537","167485540461.011","183074202155.212","172973276362.91","166225180150.414","169561579232.308","173083653020.655","179166767670.468","185277804086.669","192450875631.631","201690057088.723","216033125760.326","224574666260.114","",
Russian Federation,"RUS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1459986357545.8","1416186830442.19","1344712738592.36","1149311538501.75","1049683004137.84","917740411957.155","879713577297.21","846679721604.691","858532524842.771","813030630484.68","865063897237.941","951570864960.612","1000101466517.17","1047106154523.93","1123544404801.1","1204439016240.96","1281522697122.2","1386608432988.95","1504469841528.76","1582701810890.65","1459251165973.01","1524917468442.01","1590489364644.2","1649338378591.96","1679026471718.8","1690779215068.27","1651760986650.47","1657199916097.21","1684215352672.94","1722191113636.31","",
Rwanda,"RWA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","972221065.400889","930439611.873156","1035893761.43177","934164390.40583","817720867.494342","875039250.924735","936369971.690096","1001129482.8896","1071346511.62294","1189273587.74211","1260646953.06895","1275858432.31626","1279214811.04188","1323195343.6925","1341850063.53627","1313485695.75432","1569675526.91486","1600976575.40657","1747479393.34771","1954903590.32991","2129898981.17635","2245684538.52313","2286350437.17543","2423082194.0932","2320324771.83625","2422482832.12737","2555044423.27264","2554430290.04838","2669349638.37286","2668374410.87116","2604352341.1989","2538869035.82443","2687969838.36116","2470010646.51523","1228878039.35365","1661739002.24348","1873539199.74652","2133019741.64025","2321976910.82918","2422341533.6507","2625113519.07801","2847843421.03835","3223532849.42984","3294527046.29866","3539892758.9206","3871860925.74753","4287301522.53224","4614562791.55006","5129605978.91382","5450115996.34537","5849863212.53084","6315416292.92747","6861166650.84844","7185002057.39328","7627892813.32505","8304329707.48114","8801039297.62696","9339368581.56369","10143180577.4749","",
South Asia,"SAS","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","190200763209.761","197986031953.246","204522213723.785","215563078975.085","232126716656.014","229666169395.823","231842952417.553","246827686676.759","257517871155.709","272818426033.092","288344149797.376","290731847279.696","286264332521.997","296967799593.583","303512973152.025","325913849437.075","333686856156.438","355226138751.646","376632314721.033","364833360404.235","388584710444.417","413184425433.918","428685554967.263","457740468915.019","476696019896.929","502403602117.665","526557248436.413","548482021758.881","595695205007.678","628384078231.701","662495280145.49","674841968989.043","713362033937.073","744920053110.552","790324167594.341","845556514306.947","903849558291.874","938308933244.647","991148076580.241","1068699177434.08","1112118118410.36","1160261951002.08","1203457742113.26","1291096653338.1","1388728977405.82","1495920162432.57","1611778498952.26","1729959986346.49","1785970613574.33","1913383678910.95","2060781195902.96","2166655413930.33","2285864489988.1","2425017700288.25","2594589541524.94","2788673396108.25","3003594848767.87","3211648929051.32","3425650446509.41","",
Saudi Arabia,"SAU","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","76790666666.6668","81427200000.0002","129182079226.667","155680187306.667","191378651013.334","237635882453.334","276199588560.001","251538792560.001","296365455893.334","317387724293.334","300820954506.667","336677102293.334","355707632773.334","362619047920.001","287448524293.334","241309051493.334","230060546080","207527260666.667","242833346960","226727434880","256449843840","255159860400","293927384693.334","338039654613.334","351519121626.667","346725309733.334","348662534026.667","349402017093.334","358617230506.667","362575583120","373066209146.667","359026663653.334","379223407546.667","374631983413.334","364070454426.667","404999478400","437231125626.667","461601733253.333","474473046266.667","483237181440","513438407146.667","502865333333.333","528207200000","581011322640.149","612452430240.085","628984081376.832","651957609852.781","678729654965.469","690068680612.568","684951803048.357","701624288707.328","",
Sudan,"SDN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","9321521196.31941","9323608409.26752","9968414449.92661","9684616513.60074","9576105313.26004","10225085063.6265","9859523192.05264","9999930816.36487","10196251540.5042","10337913211.4384","10950442293.1335","11196533126.8699","10628758445.743","10695952951.8466","11920135693.7704","13793202216.7589","16091869674.9345","17093404114.2742","16079596585.8733","15272626059.4999","15505428248.4298","16658654344.3839","17651287989.0814","18015346102.8651","17112974212.4823","16038100844.4314","16906373314.0355","19310609152.6946","19246673305.7174","20965669470.294","19818836075.7381","21307411140.4784","22708983110.0303","23746499591.8242","23985443577.336","25423872772.0788","26928743519.7469","29774232838.9614","31057056882.6533","32021097643.6716","34053114158.2253","36266689312.9815","38597648770.0863","41583019314.8311","43197815735.7573","46433219017.4981","51106401194.5342","56994834761.4621","61441550872.0497","63433392297.3437","65634109236.7736","64342607849.351","64678192682.9882","67520612416.9246","69329767682.0853","72731117403.9639","76149479952.5075","79411016248.064","77568023687.2323","",
Senegal,"SEN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","4362382541.40069","4492968205.46265","4486847193.99721","4570503498.29599","4748018522.4551","4811271126.2143","4949679896.36957","4889304054.14251","5196879099.52573","4856268215.90498","5272064110.66395","5264659526.20836","5600713742.49753","5288012446.49151","5510149979.15695","5925376290.29071","6453949701.75697","6280796342.8226","6032457972.75004","6454831714.86787","6241134975.20554","6557530338.57487","7071841681.00386","6695167620.46716","6945952823.03016","7174021148.35916","7397372797.92223","7848196405.86157","7801701257.28237","8112041705.487","8057233656.92108","8263162484.42024","8365844443.93861","8474665709.3937","8473197163.48595","8927654795.98124","9107290380.15972","9391805162.75154","9945796997.10003","10577068249.2063","10915427397.0133","11415454005.3335","11490202814.5466","12258119286.7404","12977765547.6713","13707454283.1701","14044872900.3705","14738476853.4416","15336324851.0409","15657241602.2165","16215069255.5883","16451547988.6698","17293438557.2978","17781477663.8547","18957380071.9523","20164446400.0119","21446178624.0072","22965194790.3237","24519087346.9837","",
Singapore,"SGP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","5768021089.07368","6237390785.35526","6708521322.33417","7382078105.87869","7153027947.96938","7713397891.48921","8498591975.24477","9561717154.66765","10855089863.674","12356734810.3612","14079541348.6336","15827351824.8082","17934796405.0064","19836433924.5001","21049864465.8475","21888095071.4068","23516027512.9068","25127408051.8519","27081659491.382","29669038812.0458","32669581793.9322","36203166471.7159","38774275624.3363","42091347329.9757","45792071006.7504","45506955681.0379","46117967403.0131","51097695328.704","56853249665.6405","62628807152.8988","68779564575.9452","73379866548.1743","78252042324.0719","87221976137.1793","96901528751.3126","103879388266.711","111640540157.912","120928833969.097","118274049666.54","125044059546.025","136347036849.473","134889342486.591","140169822003.387","146527654292.44","160915976665.758","172757841656.219","188315010084.428","205305009804.872","209140543445.435","209393611470.456","239809387605.427","254826893576.717","266164946826.856","278980908891.082","289862763533.356","298247041730.529","307082095146.221","318443461927.193","328440881504.009","",
Solomon Islands,"SLB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404992004.060926","429308447.832158","483789610.306537","503027303.047072","549274727.214247","594444839.999167","603986748.698944","595291310.770642","605910512.453136","602986384.186948","516955404.14613","475709784.139392","462389898.18699","492445250.032932","516567045.085733","544571142.774798","582400594.055163","625032324.899817","669448810.984837","637728006.506554","681151193.502387","771033399.35884","806157014.498501","830485620.364722","849172302.123986","870760296.721622","898807029.604968","932005529.587863","967931656.436907","",
Sierra Leone,"SLE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","863817135.344967","879443963.516214","919379224.248253","935006052.4195","997513439.72961","1069136458.7436","1087311778.52094","1087706272.12363","1109677110.34716","1204282042.06042","1308097094.08337","1353434647.0022","1365618734.66329","1396435536.25338","1445308382.62216","1469433708.96572","1462833360.39054","1463516149.70813","1498733209.57607","1566345045.40757","1642211026.51838","1689530164.13434","1770319366.26749","1733093061.99997","1804029154.90629","1708211023.79742","1729325313.38516","1854377474.03511","1723087548.88229","1735666087.96666","1793810866.92038","1836000592.5506","1486923459.01503","1507361956.18282","1478007825.58287","1359770845.99342","1383618798.07014","1302302386.53453","1325548670.11984","1299312276.32607","1385751986.4426","1297819715.60661","1640668858.77741","1793466334.29574","1911798254.1203","1997926594.51644","2082317301.22923","2250113451.89349","2371580993.56644","2447188210.25985","2578026297.15912","2740829818.87435","3156936272.93448","3810919876.16826","3984574819.98172","3163801388.83","3355384560.25255","3496685932.65603","3617187416.25502","",
El Salvador,"SLV","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","7547477324.39275","8087962571.45759","8527692871.61934","8803708057.34016","9110554154.7149","9381802236.34462","9743776326.14358","10339855125.1961","10842545122.396","11421103449.4645","11755003050.7558","12348543738.5748","13185782626.8058","13887630959.7534","13307091122.7283","11740671155.995","10513661049.0963","9850691291.82993","10001900756.5287","10135621743.2306","10198117527.4544","10217432250.4699","10474256454.6257","10670906085.3782","10773580671.5125","11294112727.3175","11462887288.8976","12267358022.9515","12981224390.2535","13590015821.6546","14233497576.9699","14349882108.3907","14799742243.5056","15192553143.9576","15520790788.0527","15695563746.9837","15833263892.9456","16083565987.1881","16334828454.0774","16480336827.5103","16926536635.0953","17661638412.1831","17990247173.1971","18452748846.5317","18067802271.5661","18448000000","19152170563.9615","19691400275.1032","20130940459.8153","20475322460.2083","20966519944.9794","21492155629.7897","21987884456.6712","22546145804.6768","",
San Marino,"SMR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1612660389.07285","1733818812.08609","1889792873.89625","1931571640.45254","2038803807.94702","2045766935.7064","2125146592.16336","2222630380.7947","2275550151.766","2363285561.53422","2531793253.31126","2573572019.86755","2243519764.07285","2139072847.68212","1937142142.66004","1790916459.71302","1736604063.18985","1720974626.62114","1731300474.38086","1769389084.81724","1795929921.0895","","",
Somalia,"SOM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Serbia,"SRB","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24045674131.5006","24629059461.7961","26398616216.105","27040223134.5098","23755758797.5644","25599017868.5148","26877103625.5498","28789621363.4826","30060802352.7929","32780256764.2151","36108864270.5609","37953228464.5737","40397237063.6919","42681934261.2593","41515968963.9246","41819468691.8251","42671028407.7094","42380208648.2634","43606113041.61","42912989891.7906","43675263640.6794","45134162454.3767","46059098996.6409","48082123894.7161","",
Sub-Saharan Africa (excluding high income),"SSA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","253820759725.529","257524769319.635","272554759057.885","289783043344.511","305303044472.345","320416199073.261","325306527682.477","323387332552.845","333151880704.384","363236744532.073","399602456003.336","429547119969.453","441038705001.61","460300030566.617","496734273931.891","496307900358.488","522419931081.711","534973468121.014","532995716130.314","554735722559.962","577195436383.986","574648666829.491","568154969661.391","553950166733.77","568418180920.682","578455742055.189","587810359419.675","603814219438.911","630938193064.905","646788739812.565","662245253470.19","664860532948.406","662347911587.365","656425348382.956","664378537296.053","686831288726.928","721922341518.451","747879998861.91","765544027832.766","782161428821.893","809602172378.075","844236368947.545","897878322701.119","936201786313.322","997211275667.143","1058814208426.32","1123730359300.95","1197953220095.58","1262203399609.97","1300607370605.57","1373107193776.28","1434119863913","1492177548571.45","1566895020790.93","1639947418731.68","1686234542427.77","1707001284953.68","1750122391093.7","1792003997650.31","",
South Sudan,"SSD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13177336597.5487","13841690718.0973","14602072425.3919","13924490014.8324","7507789486.20003","8493542060.34741","8780084296.1815","7832417783.83885","","","","",
Sub-Saharan Africa,"SSF","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","253931099834.729","257628090543.267","272667439666.095","289908198798.743","305435773730.882","320545660276.892","325457997654.832","323539925999.173","333317419994.596","363399369857.751","399779108260.91","429754964759.261","441261151784.649","460544592417.382","496979114965.689","496562069182.218","522720694696.869","535251468800.129","533343149106.538","555143795743.767","577581922679.25","575001434199.245","568503796657.88","554293162718.108","568776957328.396","578855989504.682","588209596015.735","604231292057.872","631377913972.843","647278383611.832","662769519760.822","665399465393.929","662926060808.834","657039830626.068","664987969196.827","687435387223.107","722556132501.653","748590253260.143","766314455628.941","782946254388.931","810398714455.534","845014362928.672","898665383978.095","936941738213.759","997929391110.084","1059597235060.52","1124587332806.7","1198899866618.78","1263128958876.96","1301522661227.64","1374076993293.72","1435166189401.76","1493236989776.96","1568018248904.72","1641121241128.86","1687466387471.16","1708288895059.14","1751465950167.3","1793396407724.97","",
Small states,"SST","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199417660408.417","207063568234.777","213321419426.966","222883340783.698","231239042924.45","241296421012.867","252521342038.051","272598376847.9","287064062888.201","314742330891.136","341414585240.056","362679620718.173","366047307249.71","392240239602.028","417461471130.217","430630587054.567","442360007323.362","454795113195.195","466401514686.928","475168022340.893","484502602037.806","494258249096.772","",
Sao Tome and Principe,"STP","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122206100.116577","125110789.378365","133334912.964081","138444609.611172","148265552.414939","161780916.12044","167044627.956847","180719188.213189","185103944.164519","197454052.146072","206138479.594716","212615300.844238","222852290.413719","237448966.347521","246468225.358193","256751810.713686","266691150.729611","273778984.792135","",
Suriname,"SUR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","960060872.153397","1006143794.01676","1045383401.98342","1103924872.49449","1175679989.20663","1316761587.91142","1569579812.79042","1759498970.13806","1893220891.86855","1978415832.00264","2031833059.46671","2111074548.78591","2098408101.49319","2060636755.66632","2068879302.68898","2126807923.16427","2313967020.40273","2549991656.4838","2718291105.81173","2701981359.17687","2464206999.5693","2639165696.53872","2528320737.2841","2429716228.53002","2383551620.18795","2431222652.59171","2450672433.81244","2298730742.91607","2478031740.86352","2582109073.97979","2465914165.6507","2532493825.71388","2542623802.16948","2372268045.84873","2452925148.36051","2452925148.36051","2477454411.85181","2618669278.84127","2678898705.01161","2641394122.56507","2696863363.74027","2810131626.36222","2888815336.87636","3070810676.58659","3331829592.50183","3481761947.21918","3683479343.30695","3871759940.85243","4032182694.88354","4153700529.52386","4368398047.64333","4623921715.74078","4748321396.2619","4887610613.83381","4900098612.65061","4732951551.56431","4469742961.11807","4545151261.66562","4631509135.63727","",
Slovak Republic,"SVK","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40873440616.8526","41650578503.4184","44235217742.7236","46820100629.5369","49919542380.5171","52877692992.8907","55033040486.4521","54974751418.2837","55616046823.5995","57425674437.7686","60015251651.3091","63315540678.9118","66657892313.2582","71072952219.851","77109303814.9393","85461805118.7625","90226203635.6713","85303884009.6723","90183986821.6439","92767255672.2214","94525947335.532","95160069532.0354","97779287955.6198","102494125536.616","104670550595.735","107853297691.477","112203779442.849","",
Slovenia,"SVN","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31023523662.4042","28262396814.547","26718224495.1296","27477935278.2569","28941818902.4588","30130505873.7173","31095586571.8758","32665849752.9284","33737083239.8184","35536169499.6152","36841188769.1171","38026208095.0636","39359254613.3436","40524390981.463","42290927411.1131","43897124354.3859","46419627362.3021","49659792750.7682","51402772629.6778","47522665837.1793","48161250935.0166","48576077779.5579","47293941969.4873","46807153071.6077","48102849033.1013","49165961260.1775","50700774965.6127","53151337559.3359","55340225435.0365","",
Sweden,"SWE","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","135098930702.144","142774296537.925","148855121257.386","156786023558.456","167480656139.09","173880942117.706","177516521866.499","183490642626.056","190166960051.333","199692566114.149","212620011682.955","214628518640.076","219540804816.85","228252142514.66","235552092557.882","241565414012.138","244121429415.08","240224620144.863","244432269767.317","253818477523.55","258133319093.989","259307388021.486","262545267780.102","267535304712.768","278850804718.941","284875024284.44","292541931871.68","302353328896.711","310090667599.938","318322976080.342","320725279213.647","317049848136.648","313376531618.548","306903374635.343","319093623511.526","331852354414.611","337211365849.987","347661982026.991","362475924376.307","378103093862.057","396533825052.231","402354614826.543","411190560754.472","420420170773.924","438608099276.07","451309722986.931","472081201584.456","488277759560.477","487094695369.64","466459315772.176","495328620126.028","510447652146.274","507226858302.743","512744630322.397","526831200565.767","550121352380.431","563395990435.037","576984264815.19","589823541463.317","",
Eswatini,"SWZ","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","528635781.808147","601289547.429048","633905261.972376","691075109.361407","730766917.769655","832405226.077218","814762915.352522","822988703.961893","833910823.483828","859819974.545831","966859411.75949","1108421562.79982","1121418558.01747","1134901988.98166","1204831870.01916","1250524102.91578","1403894356.90135","1608955452.97123","1714660955.3892","1936042615.83542","2342960063.21159","2384204978.03819","2461124363.0988","2537569695.35672","2598488903.64226","2723882923.69653","2828535966.65361","2916299931.96482","2992241531.25413","3080538844.86768","3134761685.295","3167826052.21091","3306579969.1355","3434882335.31585","3559359527.48956","3772877544.91388","3998954658.8177","4176323325.63838","4210638666.18877","4276537221.88879","4438778553.63533","4538528117.7848","4783214202.79884","4967954939.68404","5013322128.75409","5129253483.06398","5194307624.42569","5299490424.08597","5424081964.36955","",
Sint Maarten (Dutch part),"SXM","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Seychelles,"SYC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","117996015.496283","112235123.924407","121672505.535006","134004747.605343","141936818.879032","140431478.00256","159946548.974313","160753862.325896","172895980.345911","172895980.345911","188235086.723801","218073690.539979","231830450.532942","252820811.451038","256114686.572972","264252487.613748","307266576.64788","288246078.631383","349215002.896053","404371209.9502","387191407.753007","355382941.035229","351410919.644009","345404444.17515","360986095.763491","401148461.470818","400439225.926256","418074999.070898","440637445.080708","489983652.945451","524260678.36111","538732506.955193","577313656.241428","613087761.58173","608191048.028002","603169565.089069","632830581.345593","708526965.617602","768067310.19775","782445580.840157","794294457.97491","776254738.028627","785669398.20425","739416038.787077","718339327.254204","783031253.312258","856684174.335502","945962968.234513","925654158.746992","915423405.095384","969936525.298729","1046438130.96225","1059631924.6483","1123401387.93196","1174008207.88396","1231973520.30455","1287449690.3617","1343227007.52147","1391950573.63862","",
Syrian Arab Republic,"SYR","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
Turks and Caicos Islands,"TCA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","686787810","","","","","","","","","",
Chad,"TCD","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","2089939951.70206","2119151955.09999","2232740960.41821","2197029295.47761","2141863216.79766","2154847786.76298","2115907696.34924","2132140969.44362","2122392418.67013","2268440825.16507","2310626031.93245","2258691791.87005","2284658076.24205","2093183555.73919","2197044238.05691","2395003796.72602","2466393238.10268","2521507874.27877","2509666011.24724","1971566321.0769","1852332481.41292","1871650792.18187","1971720641.87343","2280861156.6978","2327593696.09462","2834840918.9922","2719132138.03532","2654177278.46846","3065106535.07565","3214828869.92383","3080498133.76201","3343422874.88921","3610944962.05134","3043671392.72094","3352204941.73449","3393656609.04142","3468808219.53809","3664913557.29045","3919682951.98766","3892917388.43263","3858672132.83035","4308521325.94343","4674366911.82481","5362511643.5076","7165890624.73454","8407921034.68586","8462426392.92879","8739274636.73703","9006057733.52815","9385905829.95638","10657705536.4978","10666537555.594","11614000868.1864","12275999075.9554","13123041176.3602","13486244396.1105","12642608725.1014","12264759585.6669","12588712364.2001","",
East Asia & Pacific (IDA & IBRD countries),"TEA","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","257931645439.874","228925016403.926","228617978887.471","241791038135.526","265677038118.664","291935775996.07","314047887623.72","311096918091","319382538048.028","353686796241.164","398744427186.595","425790063448.921","447542699978.863","484782202049.757","505607127736.258","538243148659.979","556541094297.555","599707879412.519","653006875891.965","699614347535.49","752927657455.163","796706727481.379","844700557170.677","906745194334.654","992272171009.716","1063791338520.44","1137472616003.57","1237439382901.83","1355397091853.87","1435784006342.34","1513428819253.13","1633557578322.13","1809323489656.15","2006311142460.79","2219928693751.37","2435855597423.43","2653625578029.69","2840145057972.33","2889761699765.46","3066342723171.12","3296456368085.33","3517560196639.59","3793941488339.13","4124937331231.48","4492865289805.95","4928856343014.01","5459338322346.01","6123118989635.75","6639446236039.46","7150970995083.7","7850570675238.95","8515281891832.53","9154822285972.23","9814907807776.98","10479690824170.1","11161479864409.4","11873249025921.2","12642115978676","13437989754039.1","",
Europe & Central Asia (IDA & IBRD countries),"TEC","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2755558345669.06","2716770522041.56","2570567296462.29","2330436066536.27","2223259571487.69","2027722198904.66","2022003118083.66","2039131065397.39","2105938289311.89","2090490216206.89","2139951986627.85","2298295678745.11","2354180042710.59","2471610460778.2","2624805948037.56","2831461188666.24","3021599558058.93","3258876291601.16","3505430717682.43","3657959911467.19","3479682790155.22","3645447911570.5","3856932957701.02","3985598993771.69","4130401682565.06","4227193587389.73","4279624574244.21","4363106609002.52","4543961984364.24","4687221126813.69","",
Togo,"TGO","GDP (constant 2010 US$)","NY.GDP.MKTP.KD","592132789.095553","664191307.456582","689255581.54344","723716253.3682","827106438.834192","954974718.051602","1044825606.76138","1102294897.2571","1157670796.20628","1283056596.00837","1315444827.60128","1315444827.60128","1415749568.20201","1470078731.37284","1541125418.38364","1578737218.92898","1546349068.24186","1653960820.01966","1836647979.16227","1741734738.37063","1995626646.66602","1929467909.91026","1860346602.38502","1759627292.47388","1857384355.23869","1960572312.06404","1991676876.32793","2001837658.50152","2134807118.0103","2221480749.90867","2216067975.75884","2200556220.38573","2112958968.95237","1793990328.30132","2062773392.56823","2224615134.16545","2421186835.31117","2769290008.35993","2705599756.49114","2772746017.11052","2751022117.50891","2773675099.61022","2879813177.33413","3073341559.44132","3043263830.93817","2901256029.69529","2978143146.94463","2943146379.61226","3062704426.64912","3232314271.12523","3429461495.41335","3648885268.3149","3887650332.38766","4125276858.36521","4369517528.57133","4620453172.28258","4877307828.44419","5089832318.42238","5339750594.77222","",
